WKT,name,description
"LINESTRING (-82.490935 34.877434, -82.491407 34.8788863, -82.4905326 34.8801405, -82.4887187 34.8838115, -82.4867446 34.886839, -82.4892461 34.8863547, -82.4934733 34.8859675, -82.4949753 34.8861787, -82.4963593 34.887534, -82.4964666 34.888062, -82.4962091 34.8887661, -82.4964666 34.8896021, -82.4972176 34.8903766, -82.4973518 34.891676, -82.4958175 34.8926705, -82.4941546 34.8932337, -82.4936825 34.8948, -82.4938672 34.8960474, -82.4943769 34.896857, -82.4953103 34.8975786, -82.4971771 34.8980889, -82.4982714 34.8986213, -82.5005245 34.9009179, -82.5006532 34.901657, -82.5007498 34.9024402, -82.5020265 34.9031705, -82.5025147 34.9034795, -82.5030189 34.9041669, -82.5032939 34.9060465, -82.50285 34.9081197, -82.5016496 34.9094469, -82.5006411 34.9100804, -82.5012848 34.9105115, -82.5030336 34.9107314, -82.5033233 34.9112945, -82.5033662 34.9136084, -82.5034572 34.914395, -82.5038649 34.9147733, -82.5038971 34.9155035, -82.5043262 34.9159082, -82.5040902 34.9169287, -82.5036396 34.917351, -82.5032641 34.9178392, -82.5031783 34.9189389, -82.5004209 34.9208655, -82.4998684 34.9229943, -82.4996324 34.9240851, -82.4966068 34.9252463, -82.4943109 34.9254134, -82.4915321 34.9250704, -82.4909313 34.9252463, -82.489676 34.9263195, -82.4882453 34.9300183, -82.4850052 34.9318215, -82.4817007 34.9295345, -82.4770444 34.9270716, -82.4704461 34.9198407, -82.4692552 34.9190489, -82.4651461 34.9255586, -82.4632364 34.9255498, -82.4624424 34.9252683, -82.4615197 34.9251716, -82.4608867 34.9246086, -82.459656 34.9233334, -82.4590177 34.9233906, -82.4586797 34.9226253, -82.4579072 34.9228936, -82.4575317 34.9225989, -82.4557524 34.9198009, -82.4547332 34.9188552, -82.4544542 34.9186485, -82.4541538 34.9180591, -82.4522119 34.9169242, -82.4515657 34.9161911, -82.450407 34.914977, -82.4492697 34.9135166, -82.4484329 34.9110884, -82.448194 34.910396, -82.4450934 34.9107919, -82.4439722 34.9092346, -82.4412686 34.911201, -82.4389404 34.9087023, -82.4373123 34.9076182, -82.4401233 34.9037908, -82.4310788 34.9034829, -82.430993 34.9008255, -82.4310467 34.900412, -82.4251887 34.8984453, -82.4264026 34.8955662, -82.4275935 34.8936215, -82.4292779 34.8937799, -82.4281621 34.896059, -82.4323356 34.8969654, -82.432003 34.8940791, -82.4319694 34.8930148, -82.4343083 34.8802714, -82.439501 34.8736701, -82.4464319 34.8649027, -82.4472573 34.8638281, -82.4431052 34.8573047, -82.4478367 34.858995, -82.4501691 34.8573278, -82.4471435 34.854396, -82.4514351 34.8522654, -82.4481328 34.8487285, -82.4510403 34.8477952, -82.4517055 34.8476983, -82.4531002 34.8482266, -82.4660821 34.8538791, -82.4681206 34.8542137, -82.4704166 34.8540024, -82.4785276 34.8513082, -82.4850721 34.850956, -82.4838626 34.8535473, -82.4851286 34.854956, -82.4828327 34.8581606, -82.4843776 34.8602383, -82.4878323 34.8602383, -82.4891627 34.8610658, -82.4879181 34.8631082, -82.4867809 34.8657315, -82.4886262 34.8680554, -82.4873173 34.8709955, -82.4870169 34.8739178, -82.4875319 34.8755198, -82.4889783 34.8767632, -82.490935 34.877434)",Berea fire district,
